,REPROVACOES_DE,REPROVACOES_EM,REPROVACOES_MF,REPROVACOES_GO,NOTA_DE,NOTA_EM,NOTA_MF,NOTA_GO,H_AULA_PRES,TAREFAS_ONLINE,FALTAS,INGLES,PERFIL,NOME,MATRICULA
21726,0,0,0,0,5.432610305037165,5.086955877985134,5.713044122014866,5.106522061007433,3,5,3,1.0,EXATAS,NONE,3413251
21727,0,0,0,0,7.389961823506387,7.929732764544705,5.150190882468067,6.589961823506386,7,5,3,0.0,EXATAS,NONE,3413251
21728,0,0,0,0,6.356027513325799,6.1219862433371,5.56099312166855,5.83900687833145,5,1,7,1.0,EXATAS,NONE,3413251
21729,0,0,0,0,6.195138898970152,6.151388989701519,5.438888808238786,6.470833393820911,5,4,2,0.0,EXATAS,NONE,3413251
21730,0,0,0,0,4.908874379793938,5.284633062678813,5.591125620206062,4.855628101030312,0,4,3,1.0,EXATAS,NONE,3413251
21731,0,0,0,0,5.471241714578869,5.3534312859341515,5.964379142710566,5.3,5,5,1,1.0,EXATAS,NONE,3413251
21732,0,0,0,0,6.85991841431507,6.55991841431507,5.77989121908676,6.34664853651446,3,5,3,1.0,EXATAS,NONE,3413251
21733,0,0,0,0,7.328228677278892,7.0,5.830627936326647,6.943542645442215,7,5,1,1.0,EXATAS,NONE,3413251
21734,0,0,0,0,6.685481128689834,6.514518871310166,4.55081604958558,5.456443386069503,3,5,3,0.0,EXATAS,NONE,3413251
21735,0,0,0,0,5.582363839771058,5.747091519313174,5.6,4.982363839771058,3,1,6,0.0,EXATAS,NONE,3413251
21736,0,0,0,0,6.577541622420502,7.1,5.748937300892259,6.436722163227335,3,5,2,1.0,EXATAS,NONE,3413251
21737,0,0,0,0,6.3794506298123945,5.789725314906198,4.910274685093802,5.394065826916807,5,4,3,1.0,EXATAS,NONE,3413251
21738,0,0,0,0,6.757303644981146,7.071535763320764,6.414232118339618,6.4,5,5,3,1.0,EXATAS,NONE,3413251
21739,0,0,0,0,6.562543678409781,7.037456321590219,5.937456321590219,5.562543678409781,3,5,4,1.0,EXATAS,NONE,3413251
21740,0,0,0,0,6.044980668969174,4.781660222989725,5.818339777010275,5.318339777010275,9,5,3,1.0,EXATAS,NONE,3413251
21741,0,0,0,0,6.260858825591491,6.221717651182981,4.891288238387236,5.852147063978726,5,4,4,1.0,EXATAS,NONE,3413251
21742,0,0,0,0,6.287852226617979,5.768221660073033,5.597667509890451,5.365889169963483,5,5,6,1.0,EXATAS,NONE,3413251
21743,0,0,0,0,6.152800183668113,5.9,5.957759853065509,5.968319889799132,9,4,4,1.0,EXATAS,NONE,3413251
21744,0,0,0,0,6.658531151018679,7.343916930616855,5.360979232654214,6.5,5,3,3,1.0,EXATAS,NONE,3413251
21745,0,0,0,0,6.257457473742479,5.7031781578219025,5.118093105306859,5.531214561452066,2,4,3,0.0,EXATAS,NONE,3413251
21746,0,0,0,0,6.597038085104094,5.892595212760235,4.797038085104094,5.102961914895905,5,4,3,1.0,EXATAS,NONE,3413251
21747,0,0,0,0,6.3,6.633979116308374,4.6443368139486045,5.618231503862945,5,2,3,1.0,EXATAS,NONE,3413251
21748,0,0,0,0,6.325836339402702,5.751672678805406,5.222490981791892,5.877509018208108,2,5,3,1.0,EXATAS,NONE,3413251
21749,0,0,0,0,5.809405535142966,5.845297232428517,5.645297232428517,5.154702767571483,3,1,6,1.0,EXATAS,NONE,3413251
21750,0,0,0,0,6.403863591179686,6.294848545093752,5.3025757274531236,6.000429287908854,4,0,8,1.0,EXATAS,NONE,3413251
21751,0,0,0,0,7.141801432967992,7.341801432967992,5.883602865935985,6.2,15,7,1,1.0,EXATAS,NONE,3413251
21752,0,0,0,0,6.111324933168422,6.74529973267369,5.611324933168422,6.037749777228075,3,4,3,1.0,EXATAS,NONE,3413251
21753,0,0,0,0,6.30754876635659,6.605661574767442,6.498112808410853,6.797483744547803,3,5,3,1.0,EXATAS,NONE,3413251
21754,0,0,0,0,7.132815819373667,6.409597740089477,6.132815819373667,6.6000000000000005,9,2,3,0.0,EXATAS,NONE,3413251
21755,0,0,0,0,6.709283079384218,6.313924619076327,5.304641539692109,6.006962309538164,4,5,2,0.0,EXATAS,NONE,3413251
21756,0,0,0,0,5.302300207903129,6.134866805268753,6.0023002079031285,6.297699792096871,2,5,3,1.0,EXATAS,NONE,3413251
21757,0,0,0,0,5.738844395154774,4.586895227533166,4.921841287444724,4.6,3,0,3,0.0,EXATAS,NONE,3413251
21758,0,0,0,0,6.915136042456957,7.474773262571739,5.930272084913913,6.773393796647536,6,5,3,1.0,EXATAS,NONE,3413251
21759,0,0,1,1,5.479113459352011,6.159335094514008,0.0,0.0,2,0,4,0.04944591209500704,EXATAS,NONE,3413251
21760,0,0,0,0,6.276926043117219,5.7,5.06153697844139,5.2,4,5,5,1.0,EXATAS,NONE,3413251
21761,0,0,0,0,6.5,6.3,5.700557929442245,6.160223171776898,3,5,3,0.0,EXATAS,NONE,3413251
21762,0,0,0,0,6.460043207732754,6.119870376801737,4.860043207732754,4.580129623198263,2,2,5,1.0,EXATAS,NONE,3413251
21763,0,0,0,0,6.898077479781138,6.33269249326038,6.1,6.883120256061222,8,0,3,1.0,EXATAS,NONE,3413251
21764,0,0,0,0,6.2,6.6162006574441286,5.227933114185291,6.0147112572098065,0,1,7,0.0,EXATAS,NONE,3413251
21765,0,0,0,0,6.634891108307974,6.065108891692026,5.35233666246196,4.858722777076993,0,1,7,1.0,EXATAS,NONE,3413251
21766,0,0,0,0,6.2938007160827985,5.7705429594404,5.2821718377616,5.111628878321199,5,5,3,0.0,EXATAS,NONE,3413251
21767,0,0,0,0,6.006297033619759,6.095801977586826,4.70629703361976,5.195801977586827,12,4,4,1.0,EXATAS,NONE,3413251
21768,0,0,0,0,6.309384257170297,6.995307871414852,6.176539357074257,5.9,14,4,1,0.0,EXATAS,NONE,3413251
21769,0,0,0,0,7.608754913280039,7.7262647398401185,7.3050589593604744,7.517509826560079,5,2,5,1.0,EXCELENTE,NONE,3413251
21770,0,0,0,0,7.54073441352798,8.249081983090026,8.169449189854014,7.928714776326034,23,4,1,0.8981639661800486,EXCELENTE,NONE,3413251
21771,0,0,0,0,8.188841523528414,8.215536609411366,8.47330491411705,7.857768304705683,11,5,2,1.0,EXCELENTE,NONE,3413251
21772,0,0,0,0,7.888807403943344,8.977981490141639,10.73394447042492,8.555596298028329,23,6,3,0.0,EXCELENTE,NONE,3413251
21773,0,0,0,0,7.859673491230546,8.39836745615273,9.359673491230547,7.49836745615273,6,4,2,0.0,EXCELENTE,NONE,3413251
21774,0,0,0,0,7.9927998106239935,8.30605692642742,10.973485768393145,9.042171410535618,24,7,1,1.0,EXCELENTE,NONE,3413251
21775,0,0,0,0,7.9,7.817206853284458,9.482793146715542,8.356982866788854,12,4,3,0.9139657335777089,EXCELENTE,NONE,3413251
21776,0,0,0,0,7.838331460223931,8.546110486741311,9.26166853977607,7.685005619328208,5,4,3,0.0,EXCELENTE,NONE,3413251
21777,0,0,0,0,7.6553111589885106,8.223444205057447,8.9,7.9,7,2,2,1.0,EXCELENTE,NONE,3413251
21778,0,0,0,0,7.318868943582326,7.862262112835347,8.41321366149396,7.25660683074698,13,5,3,0.0,EXCELENTE,NONE,3413251
21779,0,0,0,0,7.475487994340493,7.710585593208592,8.305292796604295,7.524512005659507,11,6,3,0.0,EXCELENTE,NONE,3413251
21780,0,0,0,0,7.784964154459772,8.040709164922825,8.944254989536947,7.603545824614123,25,6,2,0.5929083507717545,EXCELENTE,NONE,3413251
21781,0,0,0,0,7.05864137239963,7.851848234397778,8.454944903604073,7.072227648403332,3,5,3,0.0,EXCELENTE,NONE,3413251
21782,0,0,0,0,7.452573723238183,7.7,8.052573723238183,6.794852553523635,5,5,3,1.0,EXCELENTE,NONE,3413251
21783,0,0,0,0,7.415530652134239,7.637877391463048,8.915530652134239,7.9068160871945725,8,5,3,1.0,EXCELENTE,NONE,3413251
21784,0,0,0,0,8.098088423621531,8.001274384252312,8.303185960630781,8.131846551705635,11,6,1,1.0,EXCELENTE,NONE,3413251
21785,0,0,0,0,7.761613007812187,8.608065039060936,9.061613007812188,7.461613007812187,11,5,3,1.0,EXCELENTE,NONE,3413251
21786,0,0,0,0,7.037810242888337,7.726861457330022,8.684087328228292,7.259707814004966,3,5,3,0.0,EXCELENTE,NONE,3413251
21787,0,0,0,0,7.7162673853646195,7.853013908291696,8.753013908291695,7.683732614635381,7,3,6,0.367465229270761,EXCELENTE,NONE,3413251
21788,0,0,0,0,8.079909412624287,7.590407643190707,7.800452936878563,7.823589997564518,23,5,2,0.0,EXCELENTE,NONE,3413251
21789,0,0,0,0,7.132695997941716,7.478202668038856,7.2326959979417165,7.278202668038856,4,0,3,0.0,EXCELENTE,NONE,3413251
21790,0,0,0,0,7.847824353337828,8.660878233310864,9.182634699932594,7.8,11,0,2,0.0,EXCELENTE,NONE,3413251
21791,0,0,0,0,7.510173543710561,7.5738958737736635,10.052208252452674,7.368138834968449,25,7,1,0.4203470874211229,EXCELENTE,NONE,3413251
21792,0,0,0,0,7.840800907668494,8.104004538342469,8.518398184663011,7.977597276994518,9,0,3,0.591990923315062,EXCELENTE,NONE,3413251
21793,0,0,0,0,7.417524267170901,8.023365689561201,7.8824757328291,7.376634310438799,11,3,3,0.0,EXCELENTE,NONE,3413251
21794,0,0,0,0,7.819194557219932,8.78080544278007,11.455212699820159,9.155212699820158,11,7,2,0.0,EXCELENTE,NONE,3413251
21795,0,0,0,0,8.070154148450646,8.00892096084548,8.95969170309871,8.210462445351938,8,0,3,1.0,EXCELENTE,NONE,3413251
21796,0,0,0,0,7.673682290731367,7.826317709268633,8.826317709268633,7.91052951544772,16,7,1,0.0,EXCELENTE,NONE,3413251
21797,0,0,0,0,7.609066652269841,8.021244463640212,8.330311115910053,7.290933347730159,13,5,2,0.0,EXCELENTE,NONE,3413251
21798,0,0,0,0,7.5618396160689265,7.622896230358644,9.41526415357243,7.091584921434576,4,3,3,1.0,EXCELENTE,NONE,3413251
21799,0,0,0,0,7.897979029354793,8.58989514677396,9.397979029354792,7.689895146773961,6,4,2,0.0,EXCELENTE,NONE,3413251
21800,0,0,0,0,6.627108722690339,7.139251713401016,7.778503426802033,6.503741432994916,4,3,3,1.0,EXCELENTE,NONE,3413251
21801,0,0,0,0,7.508144594319892,8.408144594319893,9.916289188639784,8.17144309330675,15,3,3,1.0,EXCELENTE,NONE,3413251
21802,0,0,0,0,7.819162989921534,8.019162989921533,9.776651959686133,7.942511030235401,25,7,1,0.0,EXCELENTE,NONE,3413251
21803,0,0,0,0,7.031044674922968,7.1310446749229675,6.932835061922258,6.731044674922968,12,5,3,0.0,EXCELENTE,NONE,3413251
21804,0,0,0,0,7.624401067947653,7.862200533973827,8.3,7.86586809059687,15,6,1,0.0,EXCELENTE,NONE,3413251
21805,0,0,0,0,8.099346655418017,8.098039966254055,9.149019983127028,8.097386621672074,6,3,2,0.4967332770900915,EXCELENTE,NONE,3413251
21806,0,0,0,0,6.91169163760317,7.416231271797623,8.58830836239683,7.144154181198416,16,5,2,0.0,EXCELENTE,NONE,3413251
21807,0,0,0,0,7.123165797590477,7.783687174096429,8.52789572469881,7.6442085506023805,17,3,2,0.0,EXCELENTE,NONE,3413251
21808,0,0,0,0,7.735876315305695,7.793127192176159,9.235876315305696,8.176586548525032,12,5,3,0.0,EXCELENTE,NONE,3413251
21809,0,0,0,0,7.502210294035436,7.772560784094496,8.002210294035436,7.77035049005906,21,6,1,0.0,EXCELENTE,NONE,3413251
21810,0,0,0,0,7.538747916492856,8.161252083507144,9.438747916492856,6.916243749478567,23,7,1,0.6125208350714432,EXCELENTE,NONE,3413251
21811,0,0,0,0,8.331478147843907,8.543826049281302,8.903391172484557,8.015739073921953,11,0,3,0.0,EXCELENTE,NONE,3413251
21812,0,0,0,0,7.600923718005285,7.401385577007928,8.74976907049868,6.953463942519821,16,7,1,0.0,EXCELENTE,NONE,3413251
21813,0,0,0,0,8.028632310405241,8.523860258671034,10.323860258671035,8.941286752890345,24,7,1,0.04772051734206817,EXCELENTE,NONE,3413251
21814,0,0,0,0,7.493256385313221,7.766281926566105,7.306743614686779,7.49736738833718,7,4,5,1.0,EXCELENTE,NONE,3413251
21815,0,0,0,0,7.710836319821744,7.992775786785504,8.903612106607248,7.892775786785505,7,3,2,0.9638789339275223,EXCELENTE,NONE,3413251
21816,0,0,0,0,7.143170231697154,7.701095810940041,8.270489304908537,7.0367907012618565,15,5,3,1.0,EXCELENTE,NONE,3413251
21817,0,0,0,0,7.9336034681818575,8.522942581818285,9.377057418181714,8.11803827878781,18,5,2,0.7786782272728575,EXCELENTE,NONE,3413251
21818,0,0,0,0,7.3,7.83377455527652,8.515563611808698,7.5506618329147805,2,2,3,0.8311272236173979,EXCELENTE,NONE,3413251
21819,0,0,0,0,7.33032186259457,8.013032186259457,8.521806882443258,7.230321862594569,15,1,1,0.0,EXCELENTE,NONE,3413251
21820,0,0,0,0,7.071142663351987,8.114628803977615,8.528056794033576,7.7,16,7,1,0.0,EXCELENTE,NONE,3413251
21821,0,0,0,0,7.987882165620664,8.10807855625289,9.287882165620664,8.461280962498073,11,7,1,0.0,EXCELENTE,NONE,3413251
21822,0,0,0,0,7.799924838792021,8.0,8.699699355168082,7.300112741811969,17,6,2,0.0,EXCELENTE,NONE,3413251
21823,0,0,0,0,7.322887059290462,8.123239663465318,9.061619831732658,7.877112940709539,14,3,1,0.4612672275578027,EXCELENTE,NONE,3413251
21824,0,0,0,0,7.7,7.824462231675785,7.889354678010942,7.089354678010942,5,6,2,0.3510755366484296,EXCELENTE,NONE,3413251
21825,0,0,0,0,7.9,7.778475097451574,9.327690612818554,7.9,12,5,3,0.27690612818553173,EXCELENTE,NONE,3413251
21826,0,0,0,0,7.540361897339452,7.570180948669726,6.621085692018356,7.20411744423548,2,2,3,1.0,EXCELENTE,NONE,3413251
21827,0,0,0,0,7.994280302381341,8.074600167989633,8.3,8.047826879453536,15,6,1,0.0,EXCELENTE,NONE,3413251
21828,0,0,0,0,7.514921804418707,7.137304511046767,8.807460902209355,7.577617293371939,13,5,1,0.0,EXCELENTE,NONE,3413251
21829,0,0,0,0,6.937228555705421,6.660599889937949,7.7,7.327714442945788,4,3,3,1.0,EXCELENTE,NONE,3413251
21830,0,0,0,0,7.5,7.562061613041971,8.367242298369755,7.562061613041971,11,2,8,0.3275770163024634,EXCELENTE,NONE,3413251
21831,0,0,0,0,6.881643808004919,7.645570794663387,6.98164380800492,7.445570794663387,4,0,3,0.0,EXCELENTE,NONE,3413251
21832,0,0,0,0,7.437726892625974,8.186227310737403,9.458681932212208,8.301197058387274,15,5,2,1.0,EXCELENTE,NONE,3413251
21833,0,0,0,0,7.33620433053072,7.658277401681568,8.216554803363136,7.737012178525141,14,5,3,0.5275913389385605,EXCELENTE,NONE,3413251
21834,0,0,0,0,7.8,7.5035446662065075,7.9,7.3,25,6,1,0.0,EXCELENTE,NONE,3413251
21835,0,0,0,0,7.190175090444614,8.252947472866616,9.456877436688771,7.598035018088923,10,7,1,0.0,EXCELENTE,NONE,3413251
21836,0,0,0,0,7.310741316972838,7.282148263394568,7.714220839265188,7.082148263394568,5,0,3,0.17851736605432345,EXCELENTE,NONE,3413251
21837,0,0,0,0,7.542699469211219,8.042699469211218,10.144906900254155,7.914601061577562,8,0,1,0.4269946921121882,EXCELENTE,NONE,3413251
21838,0,0,0,0,7.396371050398867,7.0326605464102,7.421773697606801,7.107257899202266,5,5,3,0.0,EXCELENTE,NONE,3413251
21839,0,0,0,0,7.467790612548642,8.032209387451358,7.829053119663704,7.270946880336296,17,6,2,0.0,EXCELENTE,NONE,3413251
21840,0,0,0,0,7.5,7.497207992787952,7.880455949515664,5.853048137028913,20,7,1,0.0,EXCELENTE,NONE,3413251
21841,0,0,0,0,7.398789105849329,7.750605447075335,8.698789105849329,7.746972764623322,2,2,3,1.0,EXCELENTE,NONE,3413251
21842,0,0,0,0,7.269691027328993,8.02721924596094,8.869691027328994,8.078764109315973,9,4,3,0.6969102732899326,EXCELENTE,NONE,3413251
21843,0,0,0,0,7.728781079201103,8.3,9.0,7.601467554407723,12,5,3,1.0,EXCELENTE,NONE,3413251
21844,0,0,0,0,8.027288015690669,8.109096005230223,8.936355992154665,7.672740013075558,15,7,3,0.0,EXCELENTE,NONE,3413251
21845,0,0,0,0,8.0,8.635322870455902,9.4,7.891741703635279,16,6,1,0.0,EXCELENTE,NONE,3413251
21846,0,0,0,0,7.467901728928168,7.68487716116021,7.7981474066077485,7.0,14,4,1,1.0,EXCELENTE,NONE,3413251
21847,0,0,0,0,7.273080900857505,6.900590492043844,9.62514762301096,7.174261884945194,5,5,2,0.7485237698903886,EXCELENTE,NONE,3413251
21848,0,0,0,0,7.74032605606353,8.850815140158826,9.468532747714113,7.95967394393647,15,2,3,1.0,EXCELENTE,NONE,3413251
21849,0,0,0,0,7.33886656586014,7.53886656586014,8.43886656586014,7.516599697580421,13,5,2,1.0,EXCELENTE,NONE,3413251
21850,0,0,0,0,7.404703895106943,8.121472078669793,9.290592209786114,8.193728139857411,15,5,3,0.7382402622326435,EXCELENTE,NONE,3413251
21851,0,0,0,0,7.806090316263697,8.106090316263696,8.990438702307646,8.212180632527392,1,5,2,0.0,EXCELENTE,NONE,3413251
21852,0,0,0,0,7.48213592801371,7.498563113616452,9.067145628794515,7.750718443191774,5,5,8,0.8357281439725806,EXCELENTE,NONE,3413251
21853,0,0,0,0,7.6,7.995237671475006,8.61666814983748,7.504762328524994,11,5,1,1.0,EXCELENTE,NONE,3413251
21854,0,0,0,0,7.2928322627705375,7.451791934307366,7.38485563869051,7.266936295616855,17,5,2,1.0,EXCELENTE,NONE,3413251
21855,0,0,0,0,7.487909865653574,7.7758197313071475,7.445081612157116,7.589753960283324,7,3,5,1.0,EXCELENTE,NONE,3413251
21856,0,0,0,0,7.328803997291223,7.242392005417555,6.485191006094748,6.861866000451463,6,3,3,1.0,EXCELENTE,NONE,3413251
21857,0,0,0,0,7.4353207004155,7.852755097091505,7.552755097091505,7.370641400830999,17,5,2,0.3532070041549926,EXCELENTE,NONE,3413251
21858,0,0,0,0,7.514146486917218,7.974756352105132,7.739390134812086,7.507073243458609,11,7,2,0.0,EXCELENTE,NONE,3413251
21859,0,0,0,0,7.4483702310322,7.79804427723864,8.54967404620644,7.10065190758712,4,7,2,1.0,EXCELENTE,NONE,3413251
21860,0,0,0,0,7.953810608698723,8.361431826096167,10.623325739108942,8.979522724634611,24,7,1,0.46189391301277316,EXCELENTE,NONE,3413251
21861,0,0,0,0,7.2769458630597414,7.476945863059741,7.446108273880517,7.2589819543532474,12,5,2,1.0,EXCELENTE,NONE,3413251
21862,0,0,0,0,7.664331037126835,7.505413796408543,8.876751722154873,7.235668962873166,8,4,3,1.0,EXCELENTE,NONE,3413251
21863,0,0,0,0,7.995618754309037,7.8,8.344734819581841,7.649705355090934,22,7,2,0.0,EXCELENTE,NONE,3413251
21864,0,0,0,0,7.50833760662271,8.2,9.38610398896215,6.80555840441514,23,7,1,1.0,EXCELENTE,NONE,3413251
21865,0,0,0,0,7.5,7.261290980532305,8.716127058403083,7.032254116806168,5,5,2,0.0,EXCELENTE,NONE,3413251
21866,0,0,0,0,7.463464501446623,7.7,9.759133874638344,7.445196752169935,25,7,1,0.0,EXCELENTE,NONE,3413251
21867,0,0,0,0,7.444864457021371,7.924322285106852,9.451355429786297,7.3,16,5,1,1.0,EXCELENTE,NONE,3413251
21868,0,0,0,0,7.286965272638363,7.330447908957545,8.604378454234272,7.217413181595908,15,5,3,0.0,EXCELENTE,NONE,3413251
21869,0,0,0,0,7.8802654305316535,7.980265430531653,9.3,7.98551646769617,12,5,3,0.0,EXCELENTE,NONE,3413251
21870,0,0,0,0,7.129432743803979,7.767641814049005,8.402925442147016,6.7970745578529845,24,6,1,0.0,EXCELENTE,NONE,3413251
21871,0,0,0,0,7.863248180018903,8.0,10.352992720075614,7.9,14,1,6,0.3675181998109671,EXCELENTE,NONE,3413251
21872,0,0,0,0,7.5426671703738135,7.842667170373813,7.578666414813093,7.7213335851869065,9,5,3,1.0,EXCELENTE,NONE,3413251
21873,0,0,0,0,7.647372420880302,7.938601157693685,8.143856315933082,7.3175425263732325,4,6,2,0.0,EXCELENTE,NONE,3413251
21874,0,0,0,0,7.6,8.089847302361418,8.779694604722838,8.09898201574279,19,7,1,0.0,EXCELENTE,NONE,3413251
21875,0,0,0,0,7.766845671488984,7.93369134297797,9.600537014466955,7.699462985533045,12,2,1,0.0,EXCELENTE,NONE,3413251
21876,0,0,0,0,7.303482881430288,7.296517118569713,6.430844152133418,7.1587072035757195,5,5,3,0.5174144071514384,EXCELENTE,NONE,3413251
21877,0,0,0,0,7.847638511036621,8.147638511036622,9.32381925551831,7.512730851727703,8,6,1,0.0,EXCELENTE,NONE,3413251
21878,0,0,0,0,7.923103058869817,8.4,6.749915058673096,7.588476784340726,13,6,1,0.8077576471745415,EXCELENTE,NONE,3413251
21879,0,0,0,0,7.5,7.260991944054414,8.717024167836756,7.034048335673514,5,5,2,0.0,EXCELENTE,NONE,3413251
21880,0,0,0,0,7.061986350917894,8.023972701835788,7.7529112809663125,6.6619863509178945,2,5,3,0.19006824541052914,EXCELENTE,NONE,3413251
21881,0,0,0,0,7.010751023345611,7.620968366245396,6.979031633754604,7.473656122081799,4,1,3,0.26343877918201397,EXCELENTE,NONE,3413251
21882,0,0,0,0,7.836118883096433,8.072237766192867,7.237465026066049,7.715273891785116,13,6,1,1.0,EXCELENTE,NONE,3413251
21883,0,0,0,0,6.928768456002594,6.828768456002593,8.285615771998703,7.147947426670989,11,5,1,0.8561577199870332,EXCELENTE,NONE,3413251
21884,0,0,0,0,8.0,8.077270473055139,10.107952854791353,8.335607939120719,13,7,1,0.3465880913189232,EXCELENTE,NONE,3413251
21885,0,0,0,0,7.81489550736637,7.350533568945574,7.507981322628759,7.050533568945574,9,7,1,1.0,EXCELENTE,NONE,3413251
21886,0,0,0,0,7.4681559421633095,8.13184405783669,6.93184405783669,7.047766086755035,12,5,3,0.0,EXCELENTE,NONE,3413251
21887,0,0,0,0,7.569201431462252,7.935361145169801,8.870722290339602,8.125094955657218,22,7,1,0.0,EXCELENTE,NONE,3413251
21888,0,0,0,0,7.5,7.2070349562291725,8.878895131312483,7.357790262624966,5,5,2,0.0,EXCELENTE,NONE,3413251
21889,0,0,0,0,7.349379015651439,8.250206994782854,8.302897926959952,7.10165595826283,13,5,4,1.0,EXCELENTE,NONE,3413251
21890,0,0,0,0,7.910215257343819,8.567741691187416,8.888172205875057,8.35985649510412,15,5,2,1.0,EXCELENTE,NONE,3413251
21891,0,0,0,0,7.8369717686513996,8.618485884325699,9.43318647946565,8.1369717686514,7,2,3,1.0,EXCELENTE,NONE,3413251
21892,0,0,0,0,7.619203360586454,7.766002800488712,8.61280224039097,7.293598879804516,13,5,2,1.0,EXCELENTE,NONE,3413251
21893,0,0,0,0,7.310336015474786,7.320672030949573,7.76550402321218,7.46550402321218,20,5,1,0.448319922626068,EXCELENTE,NONE,3413251
21894,0,0,0,0,7.042294683809704,7.6,7.288478263673237,7.138454105034117,5,5,3,0.0,EXCELENTE,NONE,3413251
21895,0,0,0,0,7.790239458813842,7.945119729406921,8.519521082372318,8.115838105848445,15,5,2,0.0,EXCELENTE,NONE,3413251
21896,0,0,0,0,7.431311134166925,7.162622268333848,8.153033298749612,7.273059313056157,14,5,3,0.8434443291653789,EXCELENTE,NONE,3413251
21897,0,0,0,0,7.8,8.290768613626243,8.609231386373757,6.864619704616304,17,7,1,0.092313863737577,EXCELENTE,NONE,3413251
21898,0,0,0,0,6.997434208713805,7.796151313070707,9.144226969606061,7.348075656535354,15,5,2,0.0,EXCELENTE,NONE,3413251
21899,0,0,0,0,7.507841706029189,8.045108057795678,7.8235251180875665,7.145108057795679,15,6,2,0.07841706029188733,EXCELENTE,NONE,3413251
21900,0,0,0,0,7.0471244293928015,8.041373288178406,9.847124429392801,8.194248858785603,8,4,3,0.23562214696400774,EXCELENTE,NONE,3413251
21901,0,0,0,0,7.510447525234597,7.7024871295967605,8.889552474765404,7.618407920872433,21,6,2,0.0,EXCELENTE,NONE,3413251
21902,0,0,0,0,7.478775766282291,7.724244846743542,8.424244846743543,7.762122423371771,14,5,3,0.621224233717709,EXCELENTE,NONE,3413251
21903,0,0,0,0,7.411957923141505,7.4478316925660195,8.040210384292475,8.05216830743398,8,5,3,1.0,EXCELENTE,NONE,3413251
21904,0,0,0,0,7.511832427549034,8.052958106887258,10.305916213774516,7.558874320661776,11,5,1,0.47041893112741606,EXCELENTE,NONE,3413251
21905,0,0,0,0,7.868012174666646,8.42401623288886,9.431987825333355,8.2,11,5,1,0.0,EXCELENTE,NONE,3413251
21906,0,0,0,0,7.640311483457276,8.059688516542725,9.238754066170898,7.860467225185913,9,0,2,1.0,EXCELENTE,NONE,3413251
21907,0,0,0,0,7.759457333525299,8.618914667050598,9.9,8.759457333525297,14,7,1,0.29728666762649325,EXCELENTE,NONE,3413251
21908,0,0,0,0,7.301368585834765,7.552052878752147,7.449315707082618,7.154790050421676,8,5,3,1.0,EXCELENTE,NONE,3413251
21909,0,0,0,0,7.428183591321966,7.399660642406721,7.771477051084754,7.014091795660983,7,6,3,1.0,EXCELENTE,NONE,3413251
21910,0,0,0,0,7.382063200463369,7.211957866357754,8.876084267284492,6.747831465431016,23,7,2,0.9402106682112301,EXCELENTE,NONE,3413251
21911,0,0,0,0,7.853984901515048,7.9,8.170290028138558,7.324274929653606,10,5,3,0.0,EXCELENTE,NONE,3413251
21912,0,0,0,0,7.415082828091248,7.37076430992396,9.643388552060832,7.6,6,5,3,0.14152861984791965,EXCELENTE,NONE,3413251
21913,0,0,0,0,7.690957181210872,8.045214093945638,8.9,7.9,7,2,2,1.0,EXCELENTE,NONE,3413251
21914,0,0,0,0,7.879629247571091,7.8,9.008331614069908,7.640741504857818,4,2,4,0.0,EXCELENTE,NONE,3413251
21915,0,0,0,0,7.857404133899605,8.172212401698816,8.60091446864862,6.986106200849409,5,5,3,0.0,EXCELENTE,NONE,3413251
21916,0,0,0,0,7.7,7.883706842569201,8.6,7.2162931574307985,4,6,2,0.6395114042820024,EXCELENTE,NONE,3413251
21917,0,0,0,0,7.7,7.840204153399867,8.840204153399867,7.497958466001331,11,5,2,1.0,EXCELENTE,NONE,3413251
21918,0,0,0,0,7.337703101916167,7.756554652874251,8.915980428353294,7.321722673562874,24,7,2,0.0,EXCELENTE,NONE,3413251
21919,0,0,0,0,6.163116161511193,7.370874410767413,8.1,6.337869696906716,4,4,3,1.0,EXCELENTE,NONE,3413251
21920,0,0,0,0,7.384699538470331,8.215300461529669,7.0153004615296695,7.172950692294504,12,5,3,0.0,EXCELENTE,NONE,3413251
21921,0,0,0,0,8.097370878595417,8.02103297123666,9.394741757190836,8.194741757190835,13,4,4,1.0,EXCELENTE,NONE,3413251
21922,0,0,0,0,6.864841486395876,7.635158513604124,6.770317027208248,7.402737770406186,4,0,3,0.32420743197938107,EXCELENTE,NONE,3413251
21923,0,0,0,0,7.6795093154399865,7.106830228186672,5.713660456373343,6.98073602684002,5,5,3,1.0,EXCELENTE,NONE,3413251
21924,0,0,0,0,7.770040552941964,8.007489861764508,8.632591244119418,7.3,17,6,2,0.0,EXCELENTE,NONE,3413251
21925,0,0,0,0,7.7,7.84263423045403,8.842634230454031,7.473657695459693,11,5,2,1.0,EXCELENTE,NONE,3413251
21926,0,0,0,0,7.081281498551713,7.840640749275857,7.506407492758568,6.8,15,5,3,0.40640749275856836,EXCELENTE,NONE,3413251
21927,0,0,0,0,7.3,7.7,8.708145526209126,7.561236315860583,9,5,3,0.6938184206970857,EXCELENTE,NONE,3413251
